                                     | Core 0      | Core 1     
  Instructions                       |  9225610707 |  9227858130
  Cycles                             |  3459238420 |  3459238420
  IPC                                |        2.67 |        2.67
  Time (ns)                          |  1572381100 |  1572381100
  Idle time (ns)                     |         499 |      325188
  Idle time (%)                      |        0.0% |        0.0%
Branch predictor stats               |             |            
  num correct                        |    42922464 |    44042521
  num incorrect                      |      148595 |      119436
  misprediction rate                 |       0.34% |       0.27%
  mpki                               |        0.02 |        0.01
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   867707006 |   867446538
    num misses                       |         258 |          38
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  4242384957 |  4242194235
    num misses                       |     5178748 |     5158481
    miss rate                        |       0.12% |       0.12%
    mpki                             |        0.56 |        0.56
  L2 TLB                             |             |            
    num accesses                     |     5179006 |     5158519
    num misses                       |      104879 |      125111
    miss rate                        |       2.03% |       2.43%
    mpki                             |        0.01 |        0.01
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   867707006 |   867446538
    num cache misses                 |      569723 |      453906
    miss rate                        |       0.07% |       0.05%
    mpki                             |        0.06 |        0.05
  Cache L1-D                         |             |            
    num cache accesses               |  4242384957 |  4242194235
    num cache misses                 |    48577949 |    48489454
    miss rate                        |       1.15% |       1.14%
    mpki                             |        5.27 |        5.25
  Cache L2                           |             |            
    num cache accesses               |    49152535 |    48954223
    num cache misses                 |    19033543 |    18782104
    miss rate                        |      38.72% |      38.37%
    mpki                             |        2.06 |        2.04
  Cache L3                           |             |            
    num cache accesses               |    19039138 |    18792967
    num cache misses                 |       30796 |       19756
    miss rate                        |       0.16% |       0.11%
    mpki                             |        0.00 |        0.00
DRAM summary                         |             |            
  num dram accesses                  |       50529 |           0
  average dram access latency (ns)   |       62.22 |         inf
  average dram queueing delay        |        0.97 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       11149 |        4390
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
