                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   11143303 |    3290579 |    3139968 |    3297535 |    2818310 |    3269288 |    3125223 |    3383842
  Cycles                             |    8691600 |    8691600 |    8691600 |    8691600 |    8691600 |    8691600 |    8691600 |    8691600
  IPC                                |       1.28 |       0.38 |       0.36 |       0.38 |       0.32 |       0.38 |       0.36 |       0.39
  Time (ns)                          |    2897200 |    2897200 |    2897200 |    2897200 |    2897200 |    2897200 |    2897200 |    2897200
  Idle time (ns)                     |       1456 |    2285361 |    2285314 |    2285792 |    2286051 |    2286084 |    2286164 |    2286281
  Idle time (%)                      |       0.1% |      78.9% |      78.9% |      78.9% |      78.9% |      78.9% |      78.9% |      78.9%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1356628 |    1029276 |     966629 |    1033093 |     830034 |    1020459 |     961521 |    1068890
  num incorrect                      |      79631 |       6194 |       8206 |       6237 |      13247 |       6619 |       8545 |       5024
  misprediction rate                 |      5.54% |      0.60% |      0.84% |      0.60% |      1.57% |      0.64% |      0.88% |      0.47%
  mpki                               |       7.15 |       1.88 |       2.61 |       1.89 |       4.70 |       2.02 |       2.73 |       1.48
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    1415048 |      57293 |      71261 |      54392 |     100208 |      58967 |      69012 |      47538
    num misses                       |        175 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.05% |      0.04% |      0.05% |      0.03% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2722688 |     646442 |     631906 |     646660 |     601709 |     644354 |     629425 |     655454
    num misses                       |       1532 |        138 |        141 |        139 |        157 |        142 |        142 |        120
    miss rate                        |      0.06% |      0.02% |      0.02% |      0.02% |      0.03% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.14 |       0.04 |       0.04 |       0.04 |       0.06 |       0.04 |       0.05 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1707 |        164 |        167 |        165 |        183 |        168 |        168 |        146
    num misses                       |        581 |        129 |        130 |        131 |        144 |        130 |        128 |        127
    miss rate                        |     34.04% |     78.66% |     77.84% |     79.39% |     78.69% |     77.38% |     76.19% |     86.99%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    1415048 |      57293 |      71261 |      54392 |     100208 |      58967 |      69012 |      47538
    num cache misses                 |       2999 |        170 |        170 |        171 |        172 |        170 |        171 |        169
    miss rate                        |      0.21% |      0.30% |      0.24% |      0.31% |      0.17% |      0.29% |      0.25% |      0.36%
    mpki                             |       0.27 |       0.05 |       0.05 |       0.05 |       0.06 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2722688 |     646442 |     631906 |     646660 |     601709 |     644354 |     629425 |     655454
    num cache misses                 |      37435 |      13099 |      13318 |      13069 |      13495 |      13223 |      13348 |      12957
    miss rate                        |      1.37% |      2.03% |      2.11% |      2.02% |      2.24% |      2.05% |      2.12% |      1.98%
    mpki                             |       3.36 |       3.98 |       4.24 |       3.96 |       4.79 |       4.04 |       4.27 |       3.83
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      42760 |      13384 |      13645 |      13371 |      14153 |      13777 |      13928 |      13494
    num cache misses                 |      30397 |      12056 |      12231 |      12057 |      12387 |      12174 |      12265 |      12031
    miss rate                        |     71.09% |     90.08% |     89.64% |     90.17% |     87.52% |     88.36% |     88.06% |     89.16%
    mpki                             |       2.73 |       3.66 |       3.90 |       3.66 |       4.40 |       3.72 |       3.92 |       3.56
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      33045 |      12181 |      12389 |      12188 |      12873 |      12560 |      12675 |      12401
    num cache misses                 |      23560 |       6755 |       6893 |       6828 |       7474 |       7332 |       7400 |       7239
    miss rate                        |     71.30% |     55.46% |     55.64% |     56.02% |     58.06% |     58.38% |     58.38% |     58.37%
    mpki                             |       2.11 |       2.05 |       2.20 |       2.07 |       2.65 |       2.24 |       2.37 |       2.14
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      10632 |          0 |          0 |          0 |      10587 |          0 |          0 |          0
  average dram access latency (ns)   |      61.36 |        inf |        inf |        inf |      61.36 |        inf |        inf |        inf
  average dram queueing delay        |       0.11 |       0.00 |       0.00 |       0.00 |       0.11 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |      10456 |        132 |        146 |        146 |        110 |        102 |         98 |         91
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2024 |       1889 |       1979 |       1968 |       2519 |       2453 |       2503 |       2400
